ClaimID,PolicyNo,ClaimDate,ClaimType,ClaimAmount,Status,SettlementDate
CLM01385,POL23497,03/12/2024,Burglary,500000,Rejected,
CLM01386,POL08349,17/04/2025,Flood,120000,Rejected,
CLM01387,POL17248,09/02/2027,Illness,45000,Pending,
CLM01388,POL27370,17/05/2026,Burglary,,Pending,
CLM01389,POL00143,19/05/2023,Illness,45000,Pending,
CLM01390,POL10076,11/10/2023,Illness,120000,Approved,06/01/2024
CLM01391,POL14982,08/12/2025,Theft,90000,Approved,31/03/2026
CLM01392,POL03018,26/02/2021,Accident,90000,Approved,10/04/2021
CLM01393,POL23502,10/06/2025,Burglary,90000,Approved,30/06/2025
CLM01394,POL21792,07/01/2025,Theft,45000,Pending,
CLM01395,POL05801,12/06/2025,Collision,,Pending,
CLM01396,POL01814,04/09/2025,Burglary,250000,Rejected,
CLM01397,POL12077,22/04/2023,Theft,250000,Rejected,
CLM01398,POL00376,02/06/2025,Fire,120000,Approved,26/06/2025
CLM01399,POL14454,30/08/2020,Illness,500000,Approved,20/09/2020
CLM01400,POL01689,12/05/2026,Fire,500000,Approved,24/05/2026
CLM01401,POL10946,21/12/2020,Flood,250000,Rejected,
CLM01402,POL03193,30/01/2022,Fire,75000,Approved,13/03/2022
CLM01403,POL09369,21/11/2024,Collision,500000,Rejected,
CLM01404,POL01004,10/10/2021,Fire,500000,Rejected,
CLM01405,POL13732,17/01/2023,Burglary,250000,Pending,
CLM01406,POL11662,11/01/2024,Collision,45000,Pending,
CLM01407,POL04128,10/08/2020,Fire,250000,Rejected,
CLM01408,POL16876,16/03/2024,Accident,90000,Pending,
CLM01409,POL10127,26/11/2024,Flood,90000,Under Review,
CLM01410,POL07253,02/03/2021,Theft,250000,Rejected,
CLM01411,POL03365,19/05/2024,Fire,,Under Review,
CLM01412,POL24789,15/08/2020,Illness,500000,Rejected,
CLM01413,POL17140,11/05/2023,Collision,45000,Under Review,
CLM01414,POL06549,02/08/2023,Flood,45000,Pending,
CLM01415,POL20974,04/01/2022,Accident,75000,Under Review,
CLM01416,POL27592,19/12/2023,Accident,90000,Pending,
CLM01417,POL05661,27/04/2027,Fire,90000,Pending,
CLM01418,POL25907,17/10/2023,Illness,120000,Approved,05/12/2023
CLM01419,POL15252,28/11/2024,Flood,500000,Rejected,
CLM01420,POL05544,29/06/2023,Burglary,500000,Under Review,
CLM01421,POL09706,17/07/2024,Collision,75000,Pending,
CLM01422,POL09277,24/12/2022,Accident,75000,Pending,
CLM01423,POL05465,18/01/2025,Accident,75000,Pending,
CLM01424,POL28098,05/12/2021,Collision,90000,Under Review,
CLM01425,POL19000,06/06/2024,Fire,250000,Under Review,
CLM01426,POL19852,10/01/2023,Illness,250000,Pending,
CLM01427,POL15758,02/06/2025,Flood,45000,Approved,19/08/2025
CLM01428,POL17547,30/05/2022,Flood,45000,Under Review,
CLM01429,POL25823,29/01/2023,Burglary,120000,Approved,06/03/2023
CLM01430,POL29073,16/03/2025,Flood,250000,Rejected,
CLM01431,POL22304,17/06/2022,Accident,120000,Approved,15/10/2022
CLM01432,POL18436,13/08/2021,Accident,120000,Pending,
CLM01433,POL07093,14/08/2021,Illness,500000,Pending,
CLM01434,POL04438,23/07/2022,Flood,75000,Under Review,
CLM01435,POL05289,13/10/2025,Fire,250000,Rejected,
CLM01436,POL24772,15/02/2022,Flood,120000,Approved,20/03/2022
CLM01437,POL22424,22/05/2022,Fire,500000,Pending,
CLM01438,POL16639,17/01/2025,Theft,90000,Pending,
CLM01439,POL11308,15/05/2026,Collision,500000,Pending,
CLM01440,POL24207,25/11/2023,Burglary,75000,Rejected,
CLM01441,POL26585,09/01/2025,Theft,250000,Rejected,
CLM01442,POL17685,28/06/2024,Flood,120000,Rejected,
CLM01443,POL02908,01/07/2024,Accident,250000,Under Review,
CLM01444,POL05274,11/07/2024,Illness,250000,Approved,14/10/2024
CLM01445,POL12628,01/10/2021,Burglary,45000,Pending,
CLM01446,POL22676,29/04/2024,Fire,45000,Pending,
CLM01447,POL22374,01/11/2024,Flood,120000,Pending,
CLM01448,POL07225,28/05/2024,Burglary,90000,Rejected,
CLM01449,POL01604,27/04/2024,Fire,90000,Rejected,
CLM01450,POL01848,24/02/2023,Illness,500000,Pending,
CLM01451,POL22322,10/02/2022,Flood,500000,Rejected,
CLM01452,POL21405,14/09/2023,Collision,500000,Under Review,
CLM01453,POL25378,20/01/2023,Theft,90000,Rejected,
CLM01454,POL12929,30/05/2022,Collision,,Approved,18/06/2022
CLM01455,POL07153,23/08/2020,Burglary,120000,Under Review,
CLM01456,POL03600,21/12/2020,Flood,250000,Under Review,
CLM01457,POL10514,15/01/2023,Collision,75000,Approved,16/02/2023
CLM01458,POL11087,12/06/2023,Collision,90000,Approved,27/07/2023
CLM01459,POL07559,21/04/2022,Collision,250000,Pending,
CLM01460,POL09113,27/10/2024,Collision,75000,Under Review,
CLM01461,POL17572,18/08/2025,Burglary,,Pending,
CLM01462,POL21008,06/12/2024,Theft,120000,Approved,18/02/2025
CLM01463,POL11538,26/03/2025,Flood,75000,Rejected,
CLM01464,POL03866,22/10/2021,Flood,120000,Approved,23/11/2021
CLM01465,POL27895,20/10/2026,Collision,120000,Approved,23/12/2026
CLM01466,POL24752,24/03/2023,Illness,75000,Under Review,
CLM01467,POL11651,13/07/2025,Collision,90000,Under Review,
CLM01468,POL05715,06/06/2024,Burglary,500000,Under Review,
CLM01469,POL28078,27/02/2026,Fire,75000,Approved,21/03/2026
CLM01470,POL14331,01/11/2023,Fire,120000,Under Review,
CLM01471,POL23707,18/11/2024,Collision,90000,Under Review,
CLM01472,POL06171,29/07/2025,Fire,90000,Under Review,
CLM01473,POL24148,10/06/2022,Accident,75000,Rejected,
CLM01474,POL14003,04/10/2023,Illness,250000,Approved,08/12/2023
CLM01475,POL15454,06/07/2025,Fire,500000,Rejected,
CLM01476,POL02202,10/05/2023,Burglary,90000,Rejected,
CLM01477,POL15913,05/05/2021,Burglary,90000,Under Review,
CLM01478,POL07245,29/04/2022,Flood,120000,Under Review,
CLM01479,POL10407,22/10/2023,Burglary,500000,Pending,
CLM01480,POL16324,08/12/2023,Burglary,75000,Under Review,
CLM01481,POL04185,28/05/2022,Collision,45000,Pending,
CLM01482,POL04376,24/03/2021,Flood,250000,Approved,22/04/2021
CLM01483,POL12999,10/04/2022,Fire,250000,Approved,03/05/2022
CLM01484,POL06615,25/12/2024,Flood,120000,Pending,
CLM01485,POL22123,28/02/2023,Theft,45000,Rejected,
CLM01486,POL29808,06/02/2023,Fire,90000,Rejected,
CLM01487,POL21859,21/12/2024,Accident,250000,Approved,28/01/2025
CLM01488,POL00035,10/10/2020,Fire,500000,Pending,
CLM01489,POL25352,25/12/2021,Collision,250000,Rejected,
CLM01490,POL13020,02/05/2025,Flood,45000,Rejected,
CLM01491,POL19226,28/11/2021,Burglary,120000,Approved,22/03/2022
CLM01492,POL02624,05/01/2021,Collision,75000,Pending,
CLM01493,POL22501,24/02/2024,Collision,90000,Under Review,
CLM01494,POL23103,07/09/2024,Theft,250000,Pending,
CLM01495,POL23176,18/09/2022,Illness,120000,Approved,04/11/2022
CLM01496,POL25627,15/04/2021,Flood,90000,Rejected,
CLM01497,POL14919,29/11/2022,Flood,120000,Pending,
CLM01498,POL04835,24/12/2022,Flood,45000,Under Review,
CLM01499,POL01282,29/01/2025,Accident,250000,Rejected,
CLM01500,POL14301,25/06/2024,Theft,500000,Pending,
CLM01501,POL21690,16/10/2021,Theft,90000,Rejected,
CLM01502,POL00707,13/12/2024,Theft,250000,Approved,07/04/2025
CLM01503,POL24987,27/09/2024,Theft,45000,Approved,19/12/2024
CLM01504,POL10991,05/06/2022,Fire,90000,Under Review,
CLM01505,POL18167,23/11/2027,Accident,250000,Under Review,
CLM01506,POL14654,27/08/2025,Burglary,500000,Under Review,
CLM01507,POL26772,06/07/2024,Flood,120000,Under Review,
CLM01508,POL04026,19/01/2025,Illness,500000,Pending,
CLM01509,POL16502,30/03/2023,Illness,250000,Rejected,
CLM01510,POL17925,01/09/2024,Flood,45000,Approved,04/11/2024
CLM01511,POL20946,24/06/2025,Flood,120000,Approved,01/10/2025
CLM01512,POL11513,27/04/2026,Theft,500000,Rejected,
CLM01513,POL23682,30/10/2022,Burglary,75000,Rejected,
CLM01514,POL03130,07/01/2022,Burglary,75000,Approved,14/02/2022
CLM01515,POL00134,28/04/2026,Accident,90000,Rejected,
CLM01516,POL13911,06/09/2024,Collision,120000,Rejected,
CLM01517,POL12116,24/09/2025,Fire,75000,Rejected,
CLM01518,POL25251,03/03/2023,Theft,120000,Approved,17/03/2023
CLM01519,POL04120,08/10/2024,Theft,120000,Pending,
CLM01520,POL28998,12/04/2022,Burglary,45000,Under Review,
CLM01521,POL27944,06/08/2020,Flood,120000,Pending,
CLM01522,POL20401,07/03/2023,Collision,90000,Under Review,
CLM01523,POL25305,26/07/2025,Flood,45000,Under Review,
CLM01524,POL29526,01/09/2020,Burglary,75000,Approved,08/09/2020
CLM01525,POL15205,29/06/2025,Fire,250000,Approved,28/08/2025
CLM01526,POL29469,01/07/2025,Accident,120000,Under Review,
CLM01527,POL29716,10/11/2024,Burglary,45000,Under Review,
CLM01528,POL29383,09/10/2025,Fire,500000,Rejected,
CLM01529,POL06796,19/07/2022,Collision,500000,Rejected,
CLM01530,POL15758,25/05/2025,Illness,250000,Rejected,
CLM01531,POL06403,05/12/2022,Accident,90000,Rejected,
CLM01532,POL09270,20/02/2025,Burglary,500000,Under Review,
CLM01533,POL24392,03/03/2023,Theft,90000,Rejected,
CLM01534,POL26017,05/07/2022,Theft,90000,Approved,25/08/2022
CLM01535,POL10784,19/08/2023,Flood,120000,Approved,25/11/2023
CLM01536,POL02477,08/07/2024,Theft,500000,Approved,25/08/2024
CLM01537,POL00891,18/04/2021,Theft,250000,Approved,23/06/2021
CLM01538,POL21296,15/02/2025,Flood,90000,Under Review,
CLM01539,POL20316,03/10/2021,Theft,45000,Rejected,
CLM01540,POL00480,19/10/2024,Fire,45000,Under Review,
CLM01541,POL15357,11/12/2022,Burglary,250000,Rejected,
CLM01542,POL03770,15/12/2023,Burglary,250000,Under Review,
CLM01543,POL02965,13/05/2025,Accident,500000,Pending,
CLM01544,POL00164,20/03/2025,Accident,75000,Approved,08/05/2025
CLM01545,POL24298,31/08/2022,Collision,45000,Pending,
CLM01546,POL09498,18/12/2021,Illness,500000,Pending,
CLM01547,POL18263,09/03/2025,Burglary,75000,Under Review,
CLM01548,POL24711,23/05/2023,Fire,250000,Pending,
CLM01549,POL11215,11/04/2024,Flood,90000,Pending,
CLM01550,POL20597,12/10/2021,Theft,250000,Pending,
CLM01551,POL02487,30/10/2022,Fire,250000,Pending,
CLM01552,POL09399,02/02/2025,Theft,250000,Approved,05/05/2025
CLM01553,POL21188,08/08/2024,Theft,75000,Under Review,
CLM01554,POL02508,09/10/2022,Collision,500000,Rejected,
CLM01555,POL18811,27/05/2023,Theft,120000,Under Review,
CLM01556,POL28776,14/11/2021,Burglary,75000,Under Review,
CLM01557,POL14581,07/11/2026,Burglary,45000,Under Review,
CLM01558,POL17062,08/04/2023,Collision,120000,Pending,
CLM01559,POL21531,02/03/2025,Burglary,90000,Pending,
CLM01560,POL01828,27/05/2022,Fire,120000,Approved,09/09/2022
CLM01561,POL16247,15/07/2022,Illness,250000,Under Review,
CLM01562,POL21963,06/04/2022,Collision,90000,Approved,18/06/2022
CLM01563,POL14507,08/02/2025,Fire,45000,Under Review,
CLM01564,POL07632,17/09/2025,Flood,45000,Pending,
CLM01565,POL01859,23/11/2020,Accident,75000,Approved,04/02/2021
CLM01566,POL15999,11/03/2022,Illness,120000,Rejected,
CLM01567,POL22077,04/06/2023,Illness,90000,Rejected,
CLM01568,POL18738,29/07/2023,Accident,250000,Pending,
CLM01569,POL04711,01/03/2022,Burglary,120000,Pending,
CLM01570,POL22225,28/09/2023,Burglary,250000,Under Review,
CLM01571,POL28965,25/03/2025,Illness,500000,Approved,22/04/2025
CLM01572,POL04168,21/07/2026,Accident,75000,Rejected,
CLM01573,POL13109,01/06/2024,Theft,120000,Approved,22/08/2024
CLM01574,POL27512,15/07/2025,Burglary,90000,Under Review,
CLM01575,POL07218,24/04/2026,Flood,500000,Rejected,
CLM01576,POL17617,27/05/2023,Theft,,Pending,
CLM01577,POL05618,31/08/2025,Theft,120000,Pending,
CLM01578,POL29291,16/07/2024,Theft,500000,Approved,11/08/2024
CLM01579,POL18170,01/12/2020,Accident,120000,Under Review,
CLM01580,POL10685,23/08/2021,Accident,120000,Pending,
CLM01581,POL10776,13/10/2026,Accident,500000,Under Review,
CLM01582,POL15245,18/08/2025,Fire,45000,Under Review,
CLM01583,POL15089,25/05/2026,Flood,500000,Under Review,
CLM01584,POL04837,06/11/2026,Burglary,45000,Pending,
CLM01585,POL24432,02/05/2022,Accident,90000,Rejected,
CLM01586,POL13342,18/03/2025,Accident,45000,Under Review,
CLM01587,POL11508,16/09/2022,Accident,120000,Rejected,
CLM01588,POL23430,27/11/2021,Theft,45000,Rejected,
CLM01589,POL11154,28/01/2024,Theft,90000,Pending,
CLM01590,POL09361,27/07/2024,Fire,250000,Rejected,
CLM01591,POL06199,02/05/2025,Theft,90000,Pending,
CLM01592,POL28578,16/08/2022,Collision,90000,Pending,
CLM01593,POL25018,12/08/2026,Burglary,,Pending,
CLM01594,POL06767,20/04/2021,Theft,250000,Rejected,
CLM01595,POL03238,17/06/2024,Illness,75000,Under Review,
CLM01596,POL26071,13/02/2022,Burglary,120000,Rejected,
CLM01597,POL15860,18/12/2020,Fire,500000,Rejected,
CLM01598,POL03027,20/03/2026,Burglary,120000,Pending,
CLM01599,POL10587,22/08/2022,Burglary,75000,Approved,12/12/2022
CLM01600,POL07832,17/04/2022,Collision,500000,Rejected,
CLM01601,POL25937,01/01/2022,Flood,,Approved,27/03/2022
CLM01602,POL17319,19/07/2024,Accident,75000,Under Review,
CLM01603,POL03849,05/04/2023,Theft,250000,Under Review,
CLM01604,POL04394,28/07/2023,Illness,75000,Rejected,
CLM01605,POL13036,24/05/2022,Flood,500000,Rejected,
CLM01606,POL19899,26/08/2022,Flood,90000,Rejected,
CLM01607,POL12223,01/06/2024,Accident,250000,Pending,
CLM01608,POL10688,21/05/2022,Collision,45000,Under Review,
CLM01609,POL14350,27/08/2025,Illness,45000,Rejected,
CLM01610,POL11375,19/03/2025,Collision,75000,Pending,
CLM01611,POL10111,31/03/2023,Burglary,45000,Rejected,
CLM01612,POL10020,20/04/2025,Fire,45000,Under Review,
CLM01613,POL14952,07/10/2026,Flood,90000,Under Review,
CLM01614,POL16174,11/03/2024,Collision,45000,Rejected,
CLM01615,POL10686,06/02/2023,Burglary,500000,Rejected,
CLM01616,POL21647,28/10/2022,Accident,250000,Approved,03/12/2022
CLM01617,POL24018,24/02/2021,Burglary,75000,Rejected,
CLM01618,POL07091,04/04/2023,Accident,250000,Rejected,
CLM01619,POL05942,18/02/2022,Fire,75000,Under Review,
CLM01620,POL00711,19/10/2026,Flood,90000,Rejected,
CLM01621,POL23835,01/09/2024,Burglary,120000,Pending,
CLM01622,POL02831,04/03/2026,Burglary,75000,Rejected,
CLM01623,POL18051,10/10/2024,Fire,75000,Approved,13/01/2025
CLM01624,POL21685,01/03/2024,Burglary,500000,Pending,
CLM01625,POL29670,12/05/2025,Accident,250000,Approved,30/06/2025
CLM01626,POL21943,17/06/2022,Accident,90000,Approved,24/08/2022
CLM01627,POL17943,13/08/2022,Theft,75000,Approved,23/11/2022
CLM01628,POL13030,25/10/2025,Accident,500000,Rejected,
CLM01629,POL13643,30/09/2022,Burglary,45000,Under Review,
CLM01630,POL02382,20/04/2023,Theft,45000,Approved,16/08/2023
CLM01631,POL26115,30/01/2025,Fire,250000,Approved,26/05/2025
CLM01632,POL24296,13/02/2025,Collision,45000,Pending,
CLM01633,POL06605,27/01/2023,Accident,75000,Pending,
CLM01634,POL13524,22/12/2020,Accident,90000,Rejected,
CLM01635,POL12275,05/04/2025,Burglary,500000,Under Review,
CLM01636,POL19063,25/04/2024,Fire,45000,Pending,
CLM01637,POL26878,31/12/2021,Burglary,75000,Rejected,
CLM01638,POL04156,08/10/2022,Accident,250000,Under Review,
CLM01639,POL06457,02/12/2024,Collision,120000,Under Review,
CLM01640,POL24632,30/04/2025,Collision,120000,Pending,
CLM01641,POL20047,06/03/2026,Fire,120000,Rejected,
CLM01642,POL01818,16/07/2022,Collision,90000,Pending,
CLM01643,POL06218,04/06/2020,Illness,90000,Rejected,
CLM01644,POL06826,24/03/2026,Fire,120000,Approved,17/05/2026
CLM01645,POL27254,08/11/2020,Illness,90000,Approved,30/12/2020
CLM01646,POL07252,11/08/2021,Accident,45000,Pending,
CLM01647,POL00571,02/12/2025,Illness,45000,Pending,
CLM01648,POL13224,06/05/2025,Theft,250000,Approved,05/08/2025
CLM01649,POL18639,29/12/2024,Illness,90000,Pending,
CLM01650,POL29546,26/01/2022,Flood,250000,Under Review,
CLM01651,POL15365,28/12/2023,Fire,45000,Under Review,
CLM01652,POL08496,05/10/2022,Collision,120000,Approved,01/01/2023
CLM01653,POL08757,23/11/2024,Collision,90000,Rejected,
CLM01654,POL03649,10/02/2022,Accident,90000,Approved,21/05/2022
CLM01655,POL10885,18/08/2024,Burglary,45000,Under Review,
CLM01656,POL20869,23/05/2024,Flood,500000,Approved,02/09/2024
CLM01657,POL16348,05/05/2020,Fire,120000,Under Review,
CLM01658,POL12628,01/12/2021,Accident,75000,Pending,
CLM01659,POL03837,06/09/2024,Accident,500000,Approved,02/10/2024
CLM01660,POL24864,19/05/2021,Burglary,75000,Approved,28/07/2021
CLM01661,POL23853,06/11/2021,Burglary,250000,Approved,21/01/2022
CLM01662,POL26578,21/06/2020,Illness,250000,Pending,
CLM01663,POL26976,28/08/2021,Theft,120000,Pending,
CLM01664,POL08208,18/05/2024,Fire,500000,Pending,
CLM01665,POL19842,08/03/2022,Fire,250000,Approved,23/05/2022
CLM01666,POL12711,28/07/2023,Collision,250000,Under Review,
CLM01667,POL23379,27/04/2020,Accident,75000,Pending,
CLM01668,POL13047,03/08/2024,Theft,250000,Under Review,
CLM01669,POL06721,23/11/2024,Accident,75000,Rejected,
CLM01670,POL17881,15/02/2024,Flood,75000,Rejected,
CLM01671,POL18299,25/04/2024,Collision,75000,Under Review,
CLM01672,POL04777,05/11/2023,Burglary,120000,Under Review,
CLM01673,POL25990,21/09/2023,Illness,90000,Approved,29/10/2023
CLM01674,POL23716,07/07/2023,Flood,,Approved,12/08/2023
CLM01675,POL25810,24/07/2026,Illness,75000,Pending,
CLM01676,POL22561,13/07/2025,Accident,250000,Pending,
CLM01677,POL09215,27/07/2022,Burglary,120000,Under Review,
CLM01678,POL20138,26/10/2021,Accident,75000,Pending,
CLM01679,POL22960,10/11/2023,Flood,45000,Approved,12/01/2024
CLM01680,POL14998,12/07/2024,Illness,75000,Approved,23/10/2024
CLM01681,POL06261,04/05/2026,Collision,500000,Rejected,
CLM01682,POL01810,11/01/2023,Collision,250000,Under Review,
CLM01683,POL05383,02/05/2021,Collision,250000,Rejected,
CLM01684,POL12004,26/05/2023,Flood,120000,Rejected,
CLM01685,POL28031,12/05/2027,Burglary,250000,Approved,04/07/2027
CLM01686,POL14655,04/09/2023,Accident,45000,Under Review,
CLM01687,POL07242,31/07/2023,Burglary,75000,Rejected,
CLM01688,POL28305,12/09/2021,Fire,500000,Approved,14/11/2021
CLM01689,POL21861,19/03/2021,Fire,120000,Pending,
CLM01690,POL19061,25/02/2024,Fire,500000,Under Review,
CLM01691,POL08765,09/11/2025,Burglary,500000,Pending,
CLM01692,POL02654,12/06/2021,Flood,75000,Pending,
CLM01693,POL27205,08/06/2027,Fire,250000,Approved,08/09/2027
CLM01694,POL17567,31/01/2024,Theft,120000,Pending,
CLM01695,POL01168,22/09/2021,Illness,120000,Rejected,
CLM01696,POL22970,16/06/2023,Collision,500000,Under Review,
CLM01697,POL26825,01/08/2023,Collision,75000,Rejected,
CLM01698,POL23151,05/10/2024,Collision,90000,Pending,
CLM01699,POL11179,27/12/2021,Fire,45000,Under Review,
CLM01700,POL28217,21/05/2025,Fire,45000,Under Review,
CLM01701,POL18986,28/12/2023,Accident,45000,Pending,
CLM01702,POL18560,21/01/2024,Fire,90000,Pending,
CLM01703,POL04788,03/02/2025,Fire,90000,Approved,04/04/2025
CLM01704,POL28310,23/12/2021,Burglary,45000,Under Review,
CLM01705,POL12629,17/09/2020,Flood,75000,Pending,
CLM01706,POL11430,20/04/2021,Collision,75000,Under Review,
CLM01707,POL08389,25/03/2023,Collision,90000,Approved,18/04/2023
CLM01708,POL00068,16/03/2021,Burglary,250000,Under Review,
CLM01709,POL20473,09/06/2024,Illness,90000,Pending,
CLM01710,POL04578,07/07/2022,Fire,75000,Rejected,
CLM01711,POL18662,28/12/2024,Collision,75000,Approved,16/04/2025
CLM01712,POL11449,21/09/2023,Fire,250000,Pending,
CLM01713,POL10739,06/09/2023,Fire,250000,Approved,10/11/2023
CLM01714,POL29738,14/06/2025,Accident,90000,Under Review,
CLM01715,POL01749,26/06/2021,Illness,120000,Approved,05/09/2021
CLM01716,POL15798,18/03/2024,Flood,120000,Pending,
CLM01717,POL23144,27/07/2025,Theft,120000,Under Review,
CLM01718,POL15592,01/10/2023,Burglary,250000,Rejected,
CLM01719,POL01792,17/12/2023,Illness,45000,Rejected,
CLM01720,POL17718,02/05/2024,Fire,120000,Rejected,
CLM01721,POL10930,07/06/2025,Collision,250000,Under Review,
CLM01722,POL20806,11/09/2023,Illness,45000,Rejected,
CLM01723,POL29037,21/06/2023,Theft,500000,Pending,
CLM01724,POL12517,24/06/2024,Flood,250000,Pending,
CLM01725,POL20460,02/01/2024,Theft,90000,Under Review,
CLM01726,POL12917,08/04/2022,Fire,250000,Rejected,
CLM01727,POL22011,01/01/2021,Theft,45000,Rejected,
CLM01728,POL22073,25/06/2022,Illness,,Rejected,
CLM01729,POL00708,25/09/2024,Flood,500000,Rejected,
CLM01730,POL21559,23/12/2020,Burglary,45000,Approved,02/04/2021
CLM01731,POL27046,26/12/2021,Illness,120000,Approved,19/02/2022
CLM01732,POL08068,12/05/2025,Collision,120000,Under Review,
CLM01733,POL27521,11/11/2021,Flood,90000,Approved,05/12/2021
CLM01734,POL13549,23/06/2021,Theft,90000,Pending,
CLM01735,POL29229,29/09/2021,Accident,45000,Approved,01/01/2022
CLM01736,POL19513,03/10/2022,Fire,75000,Rejected,
CLM01737,POL10046,19/04/2024,Flood,500000,Pending,
CLM01738,POL15944,14/09/2024,Illness,120000,Rejected,
CLM01739,POL06220,18/07/2023,Collision,250000,Rejected,
CLM01740,POL11948,05/04/2020,Theft,90000,Pending,
CLM01741,POL11492,26/11/2023,Fire,250000,Pending,
CLM01742,POL06896,17/08/2022,Theft,45000,Under Review,
CLM01743,POL27805,12/10/2021,Fire,250000,Approved,28/11/2021
CLM01744,POL28566,07/11/2022,Illness,250000,Approved,19/01/2023
CLM01745,POL21946,08/06/2023,Accident,500000,Under Review,
CLM01746,POL05169,03/11/2024,Burglary,90000,Pending,
CLM01747,POL10191,05/08/2025,Accident,120000,Rejected,
CLM01748,POL12021,30/03/2021,Illness,90000,Under Review,
CLM01749,POL25987,06/09/2021,Flood,45000,Pending,
CLM01750,POL16152,22/02/2025,Accident,90000,Approved,12/06/2025
CLM01751,POL12132,08/01/2021,Burglary,45000,Pending,
CLM01752,POL17563,21/10/2022,Burglary,75000,Approved,17/12/2022
CLM01753,POL18115,23/01/2024,Flood,250000,Approved,21/02/2024
CLM01754,POL15625,26/09/2023,Theft,90000,Under Review,
CLM01755,POL09607,24/05/2023,Burglary,45000,Rejected,
CLM01756,POL06807,05/04/2023,Fire,75000,Approved,17/05/2023
CLM01757,POL05021,17/09/2022,Theft,90000,Under Review,
CLM01758,POL24156,25/04/2027,Flood,500000,Approved,21/07/2027
CLM01759,POL05024,05/02/2024,Collision,,Rejected,
CLM01760,POL04622,22/08/2021,Accident,90000,Rejected,
CLM01761,POL19318,28/08/2023,Burglary,75000,Pending,
CLM01762,POL13625,18/04/2025,Fire,45000,Rejected,
CLM01763,POL04949,22/04/2024,Illness,75000,Approved,22/06/2024
CLM01764,POL16153,28/10/2023,Fire,500000,Under Review,
CLM01765,POL20123,25/02/2027,Theft,120000,Approved,22/05/2027
CLM01766,POL18214,09/07/2024,Accident,250000,Rejected,
CLM01767,POL23215,25/08/2025,Collision,120000,Under Review,
CLM01768,POL14133,08/07/2024,Collision,90000,Under Review,
CLM01769,POL11685,26/07/2025,Flood,75000,Rejected,
CLM01770,POL23828,05/04/2021,Accident,500000,Rejected,
CLM01771,POL07344,12/05/2022,Flood,120000,Approved,01/08/2022
CLM01772,POL26388,27/09/2024,Theft,500000,Under Review,
CLM01773,POL10493,10/09/2023,Flood,75000,Pending,
CLM01774,POL12664,16/02/2025,Accident,90000,Pending,
CLM01775,POL27186,27/11/2023,Theft,250000,Approved,30/01/2024
CLM01776,POL23699,18/05/2020,Accident,90000,Approved,09/09/2020
CLM01777,POL00773,23/04/2021,Theft,120000,Rejected,
CLM01778,POL16284,13/12/2023,Theft,75000,Under Review,
CLM01779,POL26802,08/05/2022,Burglary,,Under Review,
CLM01780,POL14822,16/07/2022,Fire,45000,Under Review,
CLM01781,POL26762,16/05/2023,Collision,,Rejected,
CLM01782,POL06648,24/12/2024,Collision,90000,Pending,
CLM01783,POL24430,14/05/2022,Theft,120000,Rejected,
CLM01784,POL09065,21/06/2024,Illness,45000,Pending,
CLM01785,POL01949,01/07/2025,Illness,250000,Pending,
CLM01786,POL27812,21/11/2021,Accident,120000,Under Review,
CLM01787,POL29105,03/02/2023,Collision,90000,Under Review,
CLM01788,POL14343,23/01/2024,Illness,120000,Approved,08/04/2024
CLM01789,POL13457,25/02/2024,Theft,45000,Under Review,
CLM01790,POL25143,07/08/2025,Accident,250000,Under Review,
CLM01791,POL20764,02/12/2023,Illness,,Under Review,
CLM01792,POL02315,11/12/2024,Accident,500000,Pending,
CLM01793,POL23900,06/06/2023,Theft,250000,Approved,06/08/2023
CLM01794,POL06497,06/04/2023,Collision,90000,Pending,
CLM01795,POL25385,03/02/2023,Flood,90000,Rejected,
CLM01796,POL27045,13/08/2025,Collision,90000,Rejected,
CLM01797,POL24562,20/03/2025,Accident,75000,Rejected,
CLM01798,POL25534,17/06/2024,Illness,250000,Approved,14/08/2024
CLM01799,POL07651,20/12/2021,Flood,75000,Under Review,
CLM01800,POL25550,13/03/2026,Illness,500000,Approved,09/06/2026
CLM01801,POL00729,05/04/2020,Fire,250000,Approved,03/05/2020
CLM01802,POL02795,23/05/2024,Burglary,120000,Under Review,
CLM01803,POL23028,03/08/2022,Fire,120000,Rejected,
CLM01804,POL18365,23/11/2022,Illness,250000,Rejected,
CLM01805,POL05883,28/03/2021,Collision,45000,Pending,
CLM01806,POL25903,12/06/2020,Theft,45000,Pending,
CLM01807,POL19935,26/04/2024,Burglary,250000,Rejected,
CLM01808,POL01343,16/05/2023,Fire,45000,Rejected,
CLM01809,POL14802,15/12/2021,Theft,500000,Pending,
CLM01810,POL09135,17/05/2025,Burglary,500000,Approved,09/06/2025
CLM01811,POL25011,31/08/2025,Illness,250000,Pending,
CLM01812,POL06269,07/04/2026,Flood,250000,Under Review,
CLM01813,POL04420,09/02/2025,Theft,,Rejected,
CLM01814,POL07318,02/05/2021,Accident,120000,Pending,
CLM01815,POL15494,28/09/2020,Flood,90000,Rejected,
CLM01816,POL03151,04/12/2020,Burglary,90000,Under Review,
CLM01817,POL03954,05/11/2024,Flood,500000,Rejected,
CLM01818,POL05874,08/10/2022,Fire,75000,Pending,
CLM01819,POL10343,01/02/2022,Fire,45000,Approved,04/04/2022
CLM01820,POL27345,02/12/2023,Illness,500000,Rejected,
