DateKey,FullDate,Year,Quarter,Month,MonthName,Day,DayOfWeek
20210425,25/04/2021,2021,Q2,4,April,25,Sunday
20210426,26/04/2021,2021,Q2,4,April,26,Monday
20210427,27/04/2021,2021,Q2,4,April,27,Tuesday
20210428,28/04/2021,2021,Q2,4,April,28,Wednesday
20210429,29/04/2021,2021,Q2,4,April,29,Thursday
20210430,30/04/2021,2021,Q2,4,April,30,Friday
20210501,01/05/2021,2021,Q2,5,May,1,Saturday
20210502,02/05/2021,2021,Q2,5,May,2,Sunday
20210503,03/05/2021,2021,Q2,5,May,3,Monday
20210504,04/05/2021,2021,Q2,5,May,4,Tuesday
20210505,05/05/2021,2021,Q2,5,May,5,Wednesday
20210506,06/05/2021,2021,Q2,5,May,6,Thursday
20210507,07/05/2021,2021,Q2,5,May,7,Friday
20210508,08/05/2021,2021,Q2,5,May,8,Saturday
20210509,09/05/2021,2021,Q2,5,May,9,Sunday
20210510,10/05/2021,2021,Q2,5,May,10,Monday
20210511,11/05/2021,2021,Q2,5,May,11,Tuesday
20210512,12/05/2021,2021,Q2,5,May,12,Wednesday
20210513,13/05/2021,2021,Q2,5,May,13,Thursday
20210514,14/05/2021,2021,Q2,5,May,14,Friday
20210515,15/05/2021,2021,Q2,5,May,15,Saturday
20210516,16/05/2021,2021,Q2,5,May,16,Sunday
20210517,17/05/2021,2021,Q2,5,May,17,Monday
20210518,18/05/2021,2021,Q2,5,May,18,Tuesday
20210519,19/05/2021,2021,Q2,5,May,19,Wednesday
20210520,20/05/2021,2021,Q2,5,May,20,Thursday
20210521,21/05/2021,2021,Q2,5,May,21,Friday
20210522,22/05/2021,2021,Q2,5,May,22,Saturday
20210523,23/05/2021,2021,Q2,5,May,23,Sunday
20210524,24/05/2021,2021,Q2,5,May,24,Monday
20210525,25/05/2021,2021,Q2,5,May,25,Tuesday
20210526,26/05/2021,2021,Q2,5,May,26,Wednesday
20210527,27/05/2021,2021,Q2,5,May,27,Thursday
20210528,28/05/2021,2021,Q2,5,May,28,Friday
20210529,29/05/2021,2021,Q2,5,May,29,Saturday
20210530,30/05/2021,2021,Q2,5,May,30,Sunday
20210531,31/05/2021,2021,Q2,5,May,31,Monday
20210601,01/06/2021,2021,Q2,6,June,1,Tuesday
20210602,02/06/2021,2021,Q2,6,June,2,Wednesday
20210603,03/06/2021,2021,Q2,6,June,3,Thursday
20210604,04/06/2021,2021,Q2,6,June,4,Friday
20210605,05/06/2021,2021,Q2,6,June,5,Saturday
20210606,06/06/2021,2021,Q2,6,June,6,Sunday
20210607,07/06/2021,2021,Q2,6,June,7,Monday
20210608,08/06/2021,2021,Q2,6,June,8,Tuesday
20210609,09/06/2021,2021,Q2,6,June,9,Wednesday
20210610,10/06/2021,2021,Q2,6,June,10,Thursday
20210611,11/06/2021,2021,Q2,6,June,11,Friday
20210612,12/06/2021,2021,Q2,6,June,12,Saturday
20210613,13/06/2021,2021,Q2,6,June,13,Sunday
20210614,14/06/2021,2021,Q2,6,June,14,Monday
20210615,15/06/2021,2021,Q2,6,June,15,Tuesday
20210616,16/06/2021,2021,Q2,6,June,16,Wednesday
20210617,17/06/2021,2021,Q2,6,June,17,Thursday
20210618,18/06/2021,2021,Q2,6,June,18,Friday
20210619,19/06/2021,2021,Q2,6,June,19,Saturday
20210620,20/06/2021,2021,Q2,6,June,20,Sunday
20210621,21/06/2021,2021,Q2,6,June,21,Monday
20210622,22/06/2021,2021,Q2,6,June,22,Tuesday
20210623,23/06/2021,2021,Q2,6,June,23,Wednesday
20210624,24/06/2021,2021,Q2,6,June,24,Thursday
20210625,25/06/2021,2021,Q2,6,June,25,Friday
20210626,26/06/2021,2021,Q2,6,June,26,Saturday
20210627,27/06/2021,2021,Q2,6,June,27,Sunday
20210628,28/06/2021,2021,Q2,6,June,28,Monday
20210629,29/06/2021,2021,Q2,6,June,29,Tuesday
20210630,30/06/2021,2021,Q2,6,June,30,Wednesday
20210701,01/07/2021,2021,Q3,7,July,1,Thursday
20210702,02/07/2021,2021,Q3,7,July,2,Friday
20210703,03/07/2021,2021,Q3,7,July,3,Saturday
20210704,04/07/2021,2021,Q3,7,July,4,Sunday
20210705,05/07/2021,2021,Q3,7,July,5,Monday
20210706,06/07/2021,2021,Q3,7,July,6,Tuesday
20210707,07/07/2021,2021,Q3,7,July,7,Wednesday
20210708,08/07/2021,2021,Q3,7,July,8,Thursday
20210709,09/07/2021,2021,Q3,7,July,9,Friday
20210710,10/07/2021,2021,Q3,7,July,10,Saturday
20210711,11/07/2021,2021,Q3,7,July,11,Sunday
20210712,12/07/2021,2021,Q3,7,July,12,Monday
20210713,13/07/2021,2021,Q3,7,July,13,Tuesday
20210714,14/07/2021,2021,Q3,7,July,14,Wednesday
20210715,15/07/2021,2021,Q3,7,July,15,Thursday
20210716,16/07/2021,2021,Q3,7,July,16,Friday
20210717,17/07/2021,2021,Q3,7,July,17,Saturday
20210718,18/07/2021,2021,Q3,7,July,18,Sunday
20210719,19/07/2021,2021,Q3,7,July,19,Monday
20210720,20/07/2021,2021,Q3,7,July,20,Tuesday
20210721,21/07/2021,2021,Q3,7,July,21,Wednesday
20210722,22/07/2021,2021,Q3,7,July,22,Thursday
20210723,23/07/2021,2021,Q3,7,July,23,Friday
20210724,24/07/2021,2021,Q3,7,July,24,Saturday
20210725,25/07/2021,2021,Q3,7,July,25,Sunday
20210726,26/07/2021,2021,Q3,7,July,26,Monday
20210727,27/07/2021,2021,Q3,7,July,27,Tuesday
20210728,28/07/2021,2021,Q3,7,July,28,Wednesday
20210729,29/07/2021,2021,Q3,7,July,29,Thursday
20210730,30/07/2021,2021,Q3,7,July,30,Friday
20210731,31/07/2021,2021,Q3,7,July,31,Saturday
20210801,01/08/2021,2021,Q3,8,August,1,Sunday
20210802,02/08/2021,2021,Q3,8,August,2,Monday
20210803,03/08/2021,2021,Q3,8,August,3,Tuesday
20210804,04/08/2021,2021,Q3,8,August,4,Wednesday
20210805,05/08/2021,2021,Q3,8,August,5,Thursday
20210806,06/08/2021,2021,Q3,8,August,6,Friday
20210807,07/08/2021,2021,Q3,8,August,7,Saturday
20210808,08/08/2021,2021,Q3,8,August,8,Sunday
20210809,09/08/2021,2021,Q3,8,August,9,Monday
20210810,10/08/2021,2021,Q3,8,August,10,Tuesday
20210811,11/08/2021,2021,Q3,8,August,11,Wednesday
20210812,12/08/2021,2021,Q3,8,August,12,Thursday
20210813,13/08/2021,2021,Q3,8,August,13,Friday
20210814,14/08/2021,2021,Q3,8,August,14,Saturday
20210815,15/08/2021,2021,Q3,8,August,15,Sunday
20210816,16/08/2021,2021,Q3,8,August,16,Monday
20210817,17/08/2021,2021,Q3,8,August,17,Tuesday
20210818,18/08/2021,2021,Q3,8,August,18,Wednesday
20210819,19/08/2021,2021,Q3,8,August,19,Thursday
20210820,20/08/2021,2021,Q3,8,August,20,Friday
20210821,21/08/2021,2021,Q3,8,August,21,Saturday
20210822,22/08/2021,2021,Q3,8,August,22,Sunday
20210823,23/08/2021,2021,Q3,8,August,23,Monday
20210824,24/08/2021,2021,Q3,8,August,24,Tuesday
20210825,25/08/2021,2021,Q3,8,August,25,Wednesday
20210826,26/08/2021,2021,Q3,8,August,26,Thursday
20210827,27/08/2021,2021,Q3,8,August,27,Friday
20210828,28/08/2021,2021,Q3,8,August,28,Saturday
20210829,29/08/2021,2021,Q3,8,August,29,Sunday
20210830,30/08/2021,2021,Q3,8,August,30,Monday
20210831,31/08/2021,2021,Q3,8,August,31,Tuesday
20210901,01/09/2021,2021,Q3,9,September,1,Wednesday
20210902,02/09/2021,2021,Q3,9,September,2,Thursday
20210903,03/09/2021,2021,Q3,9,September,3,Friday
20210904,04/09/2021,2021,Q3,9,September,4,Saturday
20210905,05/09/2021,2021,Q3,9,September,5,Sunday
20210906,06/09/2021,2021,Q3,9,September,6,Monday
20210907,07/09/2021,2021,Q3,9,September,7,Tuesday
20210908,08/09/2021,2021,Q3,9,September,8,Wednesday
20210909,09/09/2021,2021,Q3,9,September,9,Thursday
20210910,10/09/2021,2021,Q3,9,September,10,Friday
20210911,11/09/2021,2021,Q3,9,September,11,Saturday
20210912,12/09/2021,2021,Q3,9,September,12,Sunday
20210913,13/09/2021,2021,Q3,9,September,13,Monday
20210914,14/09/2021,2021,Q3,9,September,14,Tuesday
20210915,15/09/2021,2021,Q3,9,September,15,Wednesday
20210916,16/09/2021,2021,Q3,9,September,16,Thursday
20210917,17/09/2021,2021,Q3,9,September,17,Friday
20210918,18/09/2021,2021,Q3,9,September,18,Saturday
20210919,19/09/2021,2021,Q3,9,September,19,Sunday
20210920,20/09/2021,2021,Q3,9,September,20,Monday
20210921,21/09/2021,2021,Q3,9,September,21,Tuesday
20210922,22/09/2021,2021,Q3,9,September,22,Wednesday
20210923,23/09/2021,2021,Q3,9,September,23,Thursday
20210924,24/09/2021,2021,Q3,9,September,24,Friday
20210925,25/09/2021,2021,Q3,9,September,25,Saturday
20210926,26/09/2021,2021,Q3,9,September,26,Sunday
20210927,27/09/2021,2021,Q3,9,September,27,Monday
20210928,28/09/2021,2021,Q3,9,September,28,Tuesday
20210929,29/09/2021,2021,Q3,9,September,29,Wednesday
20210930,30/09/2021,2021,Q3,9,September,30,Thursday
20211001,01/10/2021,2021,Q4,10,October,1,Friday
20211002,02/10/2021,2021,Q4,10,October,2,Saturday
20211003,03/10/2021,2021,Q4,10,October,3,Sunday
20211004,04/10/2021,2021,Q4,10,October,4,Monday
20211005,05/10/2021,2021,Q4,10,October,5,Tuesday
20211006,06/10/2021,2021,Q4,10,October,6,Wednesday
20211007,07/10/2021,2021,Q4,10,October,7,Thursday
20211008,08/10/2021,2021,Q4,10,October,8,Friday
20211009,09/10/2021,2021,Q4,10,October,9,Saturday
20211010,10/10/2021,2021,Q4,10,October,10,Sunday
20211011,11/10/2021,2021,Q4,10,October,11,Monday
20211012,12/10/2021,2021,Q4,10,October,12,Tuesday
20211013,13/10/2021,2021,Q4,10,October,13,Wednesday
20211014,14/10/2021,2021,Q4,10,October,14,Thursday
20211015,15/10/2021,2021,Q4,10,October,15,Friday
20211016,16/10/2021,2021,Q4,10,October,16,Saturday
20211017,17/10/2021,2021,Q4,10,October,17,Sunday
20211018,18/10/2021,2021,Q4,10,October,18,Monday
20211019,19/10/2021,2021,Q4,10,October,19,Tuesday
20211020,20/10/2021,2021,Q4,10,October,20,Wednesday
20211021,21/10/2021,2021,Q4,10,October,21,Thursday
20211022,22/10/2021,2021,Q4,10,October,22,Friday
20211023,23/10/2021,2021,Q4,10,October,23,Saturday
20211024,24/10/2021,2021,Q4,10,October,24,Sunday
20211025,25/10/2021,2021,Q4,10,October,25,Monday
20211026,26/10/2021,2021,Q4,10,October,26,Tuesday
20211027,27/10/2021,2021,Q4,10,October,27,Wednesday
20211028,28/10/2021,2021,Q4,10,October,28,Thursday
20211029,29/10/2021,2021,Q4,10,October,29,Friday
20211030,30/10/2021,2021,Q4,10,October,30,Saturday
20211031,31/10/2021,2021,Q4,10,October,31,Sunday
20211101,01/11/2021,2021,Q4,11,November,1,Monday
20211102,02/11/2021,2021,Q4,11,November,2,Tuesday
20211103,03/11/2021,2021,Q4,11,November,3,Wednesday
20211104,04/11/2021,2021,Q4,11,November,4,Thursday
20211105,05/11/2021,2021,Q4,11,November,5,Friday
20211106,06/11/2021,2021,Q4,11,November,6,Saturday
20211107,07/11/2021,2021,Q4,11,November,7,Sunday
20211108,08/11/2021,2021,Q4,11,November,8,Monday
20211109,09/11/2021,2021,Q4,11,November,9,Tuesday
20211110,10/11/2021,2021,Q4,11,November,10,Wednesday
20211111,11/11/2021,2021,Q4,11,November,11,Thursday
20211112,12/11/2021,2021,Q4,11,November,12,Friday
20211113,13/11/2021,2021,Q4,11,November,13,Saturday
20211114,14/11/2021,2021,Q4,11,November,14,Sunday
20211115,15/11/2021,2021,Q4,11,November,15,Monday
20211116,16/11/2021,2021,Q4,11,November,16,Tuesday
20211117,17/11/2021,2021,Q4,11,November,17,Wednesday
20211118,18/11/2021,2021,Q4,11,November,18,Thursday
20211119,19/11/2021,2021,Q4,11,November,19,Friday
20211120,20/11/2021,2021,Q4,11,November,20,Saturday
20211121,21/11/2021,2021,Q4,11,November,21,Sunday
20211122,22/11/2021,2021,Q4,11,November,22,Monday
20211123,23/11/2021,2021,Q4,11,November,23,Tuesday
20211124,24/11/2021,2021,Q4,11,November,24,Wednesday
20211125,25/11/2021,2021,Q4,11,November,25,Thursday
20211126,26/11/2021,2021,Q4,11,November,26,Friday
20211127,27/11/2021,2021,Q4,11,November,27,Saturday
20211128,28/11/2021,2021,Q4,11,November,28,Sunday
20211129,29/11/2021,2021,Q4,11,November,29,Monday
20211130,30/11/2021,2021,Q4,11,November,30,Tuesday
20211201,01/12/2021,2021,Q4,12,December,1,Wednesday
20211202,02/12/2021,2021,Q4,12,December,2,Thursday
20211203,03/12/2021,2021,Q4,12,December,3,Friday
20211204,04/12/2021,2021,Q4,12,December,4,Saturday
20211205,05/12/2021,2021,Q4,12,December,5,Sunday
20211206,06/12/2021,2021,Q4,12,December,6,Monday
20211207,07/12/2021,2021,Q4,12,December,7,Tuesday
20211208,08/12/2021,2021,Q4,12,December,8,Wednesday
20211209,09/12/2021,2021,Q4,12,December,9,Thursday
20211210,10/12/2021,2021,Q4,12,December,10,Friday
20211211,11/12/2021,2021,Q4,12,December,11,Saturday
20211212,12/12/2021,2021,Q4,12,December,12,Sunday
20211213,13/12/2021,2021,Q4,12,December,13,Monday
20211214,14/12/2021,2021,Q4,12,December,14,Tuesday
20211215,15/12/2021,2021,Q4,12,December,15,Wednesday
20211216,16/12/2021,2021,Q4,12,December,16,Thursday
20211217,17/12/2021,2021,Q4,12,December,17,Friday
20211218,18/12/2021,2021,Q4,12,December,18,Saturday
20211219,19/12/2021,2021,Q4,12,December,19,Sunday
20211220,20/12/2021,2021,Q4,12,December,20,Monday
20211221,21/12/2021,2021,Q4,12,December,21,Tuesday
20211222,22/12/2021,2021,Q4,12,December,22,Wednesday
20211223,23/12/2021,2021,Q4,12,December,23,Thursday
20211224,24/12/2021,2021,Q4,12,December,24,Friday
20211225,25/12/2021,2021,Q4,12,December,25,Saturday
20211226,26/12/2021,2021,Q4,12,December,26,Sunday
20211227,27/12/2021,2021,Q4,12,December,27,Monday
20211228,28/12/2021,2021,Q4,12,December,28,Tuesday
20211229,29/12/2021,2021,Q4,12,December,29,Wednesday
20211230,30/12/2021,2021,Q4,12,December,30,Thursday
20211231,31/12/2021,2021,Q4,12,December,31,Friday
20220101,01/01/2022,2022,Q1,1,January,1,Saturday
20220102,02/01/2022,2022,Q1,1,January,2,Sunday
20220103,03/01/2022,2022,Q1,1,January,3,Monday
20220104,04/01/2022,2022,Q1,1,January,4,Tuesday
20220105,05/01/2022,2022,Q1,1,January,5,Wednesday
20220106,06/01/2022,2022,Q1,1,January,6,Thursday
20220107,07/01/2022,2022,Q1,1,January,7,Friday
20220108,08/01/2022,2022,Q1,1,January,8,Saturday
20220109,09/01/2022,2022,Q1,1,January,9,Sunday
20220110,10/01/2022,2022,Q1,1,January,10,Monday
20220111,11/01/2022,2022,Q1,1,January,11,Tuesday
20220112,12/01/2022,2022,Q1,1,January,12,Wednesday
20220113,13/01/2022,2022,Q1,1,January,13,Thursday
20220114,14/01/2022,2022,Q1,1,January,14,Friday
20220115,15/01/2022,2022,Q1,1,January,15,Saturday
20220116,16/01/2022,2022,Q1,1,January,16,Sunday
20220117,17/01/2022,2022,Q1,1,January,17,Monday
20220118,18/01/2022,2022,Q1,1,January,18,Tuesday
20220119,19/01/2022,2022,Q1,1,January,19,Wednesday
20220120,20/01/2022,2022,Q1,1,January,20,Thursday
20220121,21/01/2022,2022,Q1,1,January,21,Friday
20220122,22/01/2022,2022,Q1,1,January,22,Saturday
20220123,23/01/2022,2022,Q1,1,January,23,Sunday
20220124,24/01/2022,2022,Q1,1,January,24,Monday
20220125,25/01/2022,2022,Q1,1,January,25,Tuesday
20220126,26/01/2022,2022,Q1,1,January,26,Wednesday
20220127,27/01/2022,2022,Q1,1,January,27,Thursday
20220128,28/01/2022,2022,Q1,1,January,28,Friday
20220129,29/01/2022,2022,Q1,1,January,29,Saturday
20220130,30/01/2022,2022,Q1,1,January,30,Sunday
20220131,31/01/2022,2022,Q1,1,January,31,Monday
20220201,01/02/2022,2022,Q1,2,February,1,Tuesday
20220202,02/02/2022,2022,Q1,2,February,2,Wednesday
20220203,03/02/2022,2022,Q1,2,February,3,Thursday
20220204,04/02/2022,2022,Q1,2,February,4,Friday
20220205,05/02/2022,2022,Q1,2,February,5,Saturday
20220206,06/02/2022,2022,Q1,2,February,6,Sunday
20220207,07/02/2022,2022,Q1,2,February,7,Monday
20220208,08/02/2022,2022,Q1,2,February,8,Tuesday
20220209,09/02/2022,2022,Q1,2,February,9,Wednesday
20220210,10/02/2022,2022,Q1,2,February,10,Thursday
20220211,11/02/2022,2022,Q1,2,February,11,Friday
20220212,12/02/2022,2022,Q1,2,February,12,Saturday
20220213,13/02/2022,2022,Q1,2,February,13,Sunday
20220214,14/02/2022,2022,Q1,2,February,14,Monday
20220215,15/02/2022,2022,Q1,2,February,15,Tuesday
20220216,16/02/2022,2022,Q1,2,February,16,Wednesday
20220217,17/02/2022,2022,Q1,2,February,17,Thursday
20220218,18/02/2022,2022,Q1,2,February,18,Friday
20220219,19/02/2022,2022,Q1,2,February,19,Saturday
20220220,20/02/2022,2022,Q1,2,February,20,Sunday
20220221,21/02/2022,2022,Q1,2,February,21,Monday
20220222,22/02/2022,2022,Q1,2,February,22,Tuesday
20220223,23/02/2022,2022,Q1,2,February,23,Wednesday
20220224,24/02/2022,2022,Q1,2,February,24,Thursday
20220225,25/02/2022,2022,Q1,2,February,25,Friday
20220226,26/02/2022,2022,Q1,2,February,26,Saturday
20220227,27/02/2022,2022,Q1,2,February,27,Sunday
20220228,28/02/2022,2022,Q1,2,February,28,Monday
20220301,01/03/2022,2022,Q1,3,March,1,Tuesday
20220302,02/03/2022,2022,Q1,3,March,2,Wednesday
20220303,03/03/2022,2022,Q1,3,March,3,Thursday
20220304,04/03/2022,2022,Q1,3,March,4,Friday
20220305,05/03/2022,2022,Q1,3,March,5,Saturday
20220306,06/03/2022,2022,Q1,3,March,6,Sunday
20220307,07/03/2022,2022,Q1,3,March,7,Monday
20220308,08/03/2022,2022,Q1,3,March,8,Tuesday
20220309,09/03/2022,2022,Q1,3,March,9,Wednesday
20220310,10/03/2022,2022,Q1,3,March,10,Thursday
20220311,11/03/2022,2022,Q1,3,March,11,Friday
20220312,12/03/2022,2022,Q1,3,March,12,Saturday
20220313,13/03/2022,2022,Q1,3,March,13,Sunday
20220314,14/03/2022,2022,Q1,3,March,14,Monday
20220315,15/03/2022,2022,Q1,3,March,15,Tuesday
20220316,16/03/2022,2022,Q1,3,March,16,Wednesday
20220317,17/03/2022,2022,Q1,3,March,17,Thursday
20220318,18/03/2022,2022,Q1,3,March,18,Friday
20220319,19/03/2022,2022,Q1,3,March,19,Saturday
20220320,20/03/2022,2022,Q1,3,March,20,Sunday
20220321,21/03/2022,2022,Q1,3,March,21,Monday
20220322,22/03/2022,2022,Q1,3,March,22,Tuesday
20220323,23/03/2022,2022,Q1,3,March,23,Wednesday
20220324,24/03/2022,2022,Q1,3,March,24,Thursday
20220325,25/03/2022,2022,Q1,3,March,25,Friday
20220326,26/03/2022,2022,Q1,3,March,26,Saturday
20220327,27/03/2022,2022,Q1,3,March,27,Sunday
20220328,28/03/2022,2022,Q1,3,March,28,Monday
20220329,29/03/2022,2022,Q1,3,March,29,Tuesday
20220330,30/03/2022,2022,Q1,3,March,30,Wednesday
20220331,31/03/2022,2022,Q1,3,March,31,Thursday
20220401,01/04/2022,2022,Q2,4,April,1,Friday
20220402,02/04/2022,2022,Q2,4,April,2,Saturday
20220403,03/04/2022,2022,Q2,4,April,3,Sunday
20220404,04/04/2022,2022,Q2,4,April,4,Monday
20220405,05/04/2022,2022,Q2,4,April,5,Tuesday
20220406,06/04/2022,2022,Q2,4,April,6,Wednesday
20220407,07/04/2022,2022,Q2,4,April,7,Thursday
20220408,08/04/2022,2022,Q2,4,April,8,Friday
20220409,09/04/2022,2022,Q2,4,April,9,Saturday
20220410,10/04/2022,2022,Q2,4,April,10,Sunday
20220411,11/04/2022,2022,Q2,4,April,11,Monday
20220412,12/04/2022,2022,Q2,4,April,12,Tuesday
20220413,13/04/2022,2022,Q2,4,April,13,Wednesday
20220414,14/04/2022,2022,Q2,4,April,14,Thursday
20220415,15/04/2022,2022,Q2,4,April,15,Friday
20220416,16/04/2022,2022,Q2,4,April,16,Saturday
20220417,17/04/2022,2022,Q2,4,April,17,Sunday
20220418,18/04/2022,2022,Q2,4,April,18,Monday
20220419,19/04/2022,2022,Q2,4,April,19,Tuesday
20220420,20/04/2022,2022,Q2,4,April,20,Wednesday
20220421,21/04/2022,2022,Q2,4,April,21,Thursday
20220422,22/04/2022,2022,Q2,4,April,22,Friday
20220423,23/04/2022,2022,Q2,4,April,23,Saturday
20220424,24/04/2022,2022,Q2,4,April,24,Sunday
20220425,25/04/2022,2022,Q2,4,April,25,Monday
20220426,26/04/2022,2022,Q2,4,April,26,Tuesday
20220427,27/04/2022,2022,Q2,4,April,27,Wednesday
20220428,28/04/2022,2022,Q2,4,April,28,Thursday
20220429,29/04/2022,2022,Q2,4,April,29,Friday
20220430,30/04/2022,2022,Q2,4,April,30,Saturday
20220501,01/05/2022,2022,Q2,5,May,1,Sunday
20220502,02/05/2022,2022,Q2,5,May,2,Monday
20220503,03/05/2022,2022,Q2,5,May,3,Tuesday
20220504,04/05/2022,2022,Q2,5,May,4,Wednesday
20220505,05/05/2022,2022,Q2,5,May,5,Thursday
20220506,06/05/2022,2022,Q2,5,May,6,Friday
20220507,07/05/2022,2022,Q2,5,May,7,Saturday
20220508,08/05/2022,2022,Q2,5,May,8,Sunday
20220509,09/05/2022,2022,Q2,5,May,9,Monday
20220510,10/05/2022,2022,Q2,5,May,10,Tuesday
20220511,11/05/2022,2022,Q2,5,May,11,Wednesday
20220512,12/05/2022,2022,Q2,5,May,12,Thursday
20220513,13/05/2022,2022,Q2,5,May,13,Friday
20220514,14/05/2022,2022,Q2,5,May,14,Saturday
20220515,15/05/2022,2022,Q2,5,May,15,Sunday
20220516,16/05/2022,2022,Q2,5,May,16,Monday
20220517,17/05/2022,2022,Q2,5,May,17,Tuesday
20220518,18/05/2022,2022,Q2,5,May,18,Wednesday
20220519,19/05/2022,2022,Q2,5,May,19,Thursday
20220520,20/05/2022,2022,Q2,5,May,20,Friday
20220521,21/05/2022,2022,Q2,5,May,21,Saturday
20220522,22/05/2022,2022,Q2,5,May,22,Sunday
20220523,23/05/2022,2022,Q2,5,May,23,Monday
20220524,24/05/2022,2022,Q2,5,May,24,Tuesday
20220525,25/05/2022,2022,Q2,5,May,25,Wednesday
20220526,26/05/2022,2022,Q2,5,May,26,Thursday
20220527,27/05/2022,2022,Q2,5,May,27,Friday
20220528,28/05/2022,2022,Q2,5,May,28,Saturday
20220529,29/05/2022,2022,Q2,5,May,29,Sunday
20220530,30/05/2022,2022,Q2,5,May,30,Monday
20220531,31/05/2022,2022,Q2,5,May,31,Tuesday
20220601,01/06/2022,2022,Q2,6,June,1,Wednesday
20220602,02/06/2022,2022,Q2,6,June,2,Thursday
20220603,03/06/2022,2022,Q2,6,June,3,Friday
20220604,04/06/2022,2022,Q2,6,June,4,Saturday
20220605,05/06/2022,2022,Q2,6,June,5,Sunday
20220606,06/06/2022,2022,Q2,6,June,6,Monday
20220607,07/06/2022,2022,Q2,6,June,7,Tuesday
20220608,08/06/2022,2022,Q2,6,June,8,Wednesday
20220609,09/06/2022,2022,Q2,6,June,9,Thursday
20220610,10/06/2022,2022,Q2,6,June,10,Friday
20220611,11/06/2022,2022,Q2,6,June,11,Saturday
20220612,12/06/2022,2022,Q2,6,June,12,Sunday
20220613,13/06/2022,2022,Q2,6,June,13,Monday
20220614,14/06/2022,2022,Q2,6,June,14,Tuesday
20220615,15/06/2022,2022,Q2,6,June,15,Wednesday
20220616,16/06/2022,2022,Q2,6,June,16,Thursday
20220617,17/06/2022,2022,Q2,6,June,17,Friday
20220618,18/06/2022,2022,Q2,6,June,18,Saturday
20220619,19/06/2022,2022,Q2,6,June,19,Sunday
20220620,20/06/2022,2022,Q2,6,June,20,Monday
20220621,21/06/2022,2022,Q2,6,June,21,Tuesday
20220622,22/06/2022,2022,Q2,6,June,22,Wednesday
20220623,23/06/2022,2022,Q2,6,June,23,Thursday
20220624,24/06/2022,2022,Q2,6,June,24,Friday
20220625,25/06/2022,2022,Q2,6,June,25,Saturday
20220626,26/06/2022,2022,Q2,6,June,26,Sunday
20220627,27/06/2022,2022,Q2,6,June,27,Monday
20220628,28/06/2022,2022,Q2,6,June,28,Tuesday
20220629,29/06/2022,2022,Q2,6,June,29,Wednesday
20220630,30/06/2022,2022,Q2,6,June,30,Thursday
20220701,01/07/2022,2022,Q3,7,July,1,Friday
20220702,02/07/2022,2022,Q3,7,July,2,Saturday
20220703,03/07/2022,2022,Q3,7,July,3,Sunday
20220704,04/07/2022,2022,Q3,7,July,4,Monday
20220705,05/07/2022,2022,Q3,7,July,5,Tuesday
20220706,06/07/2022,2022,Q3,7,July,6,Wednesday
20220707,07/07/2022,2022,Q3,7,July,7,Thursday
20220708,08/07/2022,2022,Q3,7,July,8,Friday
20220709,09/07/2022,2022,Q3,7,July,9,Saturday
20220710,10/07/2022,2022,Q3,7,July,10,Sunday
20220711,11/07/2022,2022,Q3,7,July,11,Monday
20220712,12/07/2022,2022,Q3,7,July,12,Tuesday
20220713,13/07/2022,2022,Q3,7,July,13,Wednesday
20220714,14/07/2022,2022,Q3,7,July,14,Thursday
20220715,15/07/2022,2022,Q3,7,July,15,Friday
20220716,16/07/2022,2022,Q3,7,July,16,Saturday
20220717,17/07/2022,2022,Q3,7,July,17,Sunday
20220718,18/07/2022,2022,Q3,7,July,18,Monday
20220719,19/07/2022,2022,Q3,7,July,19,Tuesday
20220720,20/07/2022,2022,Q3,7,July,20,Wednesday
20220721,21/07/2022,2022,Q3,7,July,21,Thursday
20220722,22/07/2022,2022,Q3,7,July,22,Friday
20220723,23/07/2022,2022,Q3,7,July,23,Saturday
20220724,24/07/2022,2022,Q3,7,July,24,Sunday
20220725,25/07/2022,2022,Q3,7,July,25,Monday
20220726,26/07/2022,2022,Q3,7,July,26,Tuesday
20220727,27/07/2022,2022,Q3,7,July,27,Wednesday
20220728,28/07/2022,2022,Q3,7,July,28,Thursday
20220729,29/07/2022,2022,Q3,7,July,29,Friday
20220730,30/07/2022,2022,Q3,7,July,30,Saturday
20220731,31/07/2022,2022,Q3,7,July,31,Sunday
20220801,01/08/2022,2022,Q3,8,August,1,Monday
20220802,02/08/2022,2022,Q3,8,August,2,Tuesday
20220803,03/08/2022,2022,Q3,8,August,3,Wednesday
20220804,04/08/2022,2022,Q3,8,August,4,Thursday
20220805,05/08/2022,2022,Q3,8,August,5,Friday
20220806,06/08/2022,2022,Q3,8,August,6,Saturday
20220807,07/08/2022,2022,Q3,8,August,7,Sunday
20220808,08/08/2022,2022,Q3,8,August,8,Monday
20220809,09/08/2022,2022,Q3,8,August,9,Tuesday
20220810,10/08/2022,2022,Q3,8,August,10,Wednesday
20220811,11/08/2022,2022,Q3,8,August,11,Thursday
20220812,12/08/2022,2022,Q3,8,August,12,Friday
20220813,13/08/2022,2022,Q3,8,August,13,Saturday
20220814,14/08/2022,2022,Q3,8,August,14,Sunday
20220815,15/08/2022,2022,Q3,8,August,15,Monday
20220816,16/08/2022,2022,Q3,8,August,16,Tuesday
20220817,17/08/2022,2022,Q3,8,August,17,Wednesday
20220818,18/08/2022,2022,Q3,8,August,18,Thursday
