IncidentID,ClaimID,IncidentDate,IncidentType,Severity,Description
INC00972,CLM00515,26/03/2025,Burglary,Medium,Smoke damage to living room
INC00973,CLM00515,04/04/2025,Road Accident,Medium,Severe flood in property
INC00974,CLM00516,24/02/2021,Theft,Low,Stolen belongings reported
INC00975,CLM00517,04/02/2024,Flood Damage,Medium,Vehicle collision on express road
INC00976,CLM00518,15/01/2025,Flood Damage,Medium,Engine damage reported
INC00977,CLM00518,10/02/2025,Burglary,High,Severe flood in property
INC00978,CLM00519,30/06/2026,Road Accident,Low,Broken window and missing items
INC00979,CLM00519,05/07/2026,Road Accident,Medium,Vehicle collision on express road
INC00980,CLM00520,10/08/2024,Burglary,Medium,Admitted for 3 days
INC00981,CLM00520,07/08/2024,Flood Damage,Medium,Broken window and missing items
INC00982,CLM00521,05/11/2023,Water Leakage,Low,Vehicle collision on express road
INC00983,CLM00522,03/10/2025,Collision,Medium,Engine damage reported
INC00984,CLM00523,08/06/2023,Medical Emergency,Low,Engine damage reported
INC00985,CLM00524,13/01/2021,Electrical Surge,Low,Smoke damage to living room
INC00986,CLM00524,30/01/2021,Water Leakage,High,Broken window and missing items
INC00987,CLM00525,20/12/2023,Road Accident,Low,Engine damage reported
INC00988,CLM00526,06/05/2025,Theft,Low,Minor scratch
INC00989,CLM00527,05/04/2026,Collision,Low,Broken window and missing items
INC00990,CLM00527,21/03/2026,Flood Damage,High,Severe flood in property
INC00991,CLM00528,26/01/2025,Electrical Surge,Medium,Severe flood in property
INC00992,CLM00528,26/01/2025,Theft,Medium,Minor scratch
INC00993,CLM00529,08/12/2022,Collision,Low,Water damage to electronics
INC00994,CLM00529,05/01/2023,Flood Damage,Low,Admitted for 3 days
INC00995,CLM00529,08/12/2022,Fire Outbreak,Low,Broken window and missing items
INC00996,CLM00530,14/01/2025,Fire Outbreak,Low,Water damage to electronics
INC00997,CLM00530,09/01/2025,Fire Outbreak,Medium,Broken window and missing items
INC00998,CLM00530,13/12/2024,Flood Damage,Medium,Severe flood in property
INC00999,CLM00531,09/05/2021,Collision,Low,Smoke damage to living room
INC01000,CLM00532,29/12/2025,Theft,Medium,Smoke damage to living room
INC01001,CLM00532,04/01/2026,Electrical Surge,Medium,Engine damage reported
INC01002,CLM00533,06/03/2021,Water Leakage,Medium,Severe flood in property
INC01003,CLM00534,12/01/2026,Theft,Medium,Engine damage reported
INC01004,CLM00534,16/02/2026,Electrical Surge,Medium,Broken window and missing items
INC01005,CLM00535,27/06/2020,Medical Emergency,Low,Broken window and missing items
INC01006,CLM00535,16/07/2020,Theft,Low,Smoke damage to living room
INC01007,CLM00536,11/08/2022,Flood Damage,High,Water damage to electronics
INC01008,CLM00537,22/10/2021,Burglary,High,Engine damage reported
INC01009,CLM00537,10/11/2021,Electrical Surge,Low,Vehicle collision on express road
INC01010,CLM00538,04/01/2023,Medical Emergency,Medium,Engine damage reported
INC01011,CLM00538,08/01/2023,Theft,Medium,Minor scratch
INC01012,CLM00539,08/11/2024,Water Leakage,Low,Vehicle collision on express road
INC01013,CLM00539,22/11/2024,Burglary,Low,Broken window and missing items
INC01014,CLM00540,17/06/2021,Fire Outbreak,High,Engine damage reported
INC01015,CLM00541,05/04/2023,Electrical Surge,Low,Broken window and missing items
INC01016,CLM00542,05/06/2022,Road Accident,Low,Water damage to electronics
INC01017,CLM00543,26/08/2024,Fire Outbreak,Low,Broken window and missing items
INC01018,CLM00543,30/08/2024,Theft,High,Vehicle collision on express road
INC01019,CLM00544,08/04/2020,Water Leakage,Medium,Vehicle collision on express road
INC01020,CLM00545,21/05/2024,Medical Emergency,Low,Engine damage reported
INC01021,CLM00545,14/05/2024,Flood Damage,Low,Smoke damage to living room
INC01022,CLM00545,06/05/2024,Flood Damage,Low,Smoke damage to living room
INC01023,CLM00546,11/03/2020,Electrical Surge,Low,Severe flood in property
INC01024,CLM00546,24/02/2020,Fire Outbreak,Low,Water damage to electronics
INC01025,CLM00547,26/07/2020,Fire Outbreak,Medium,Water damage to electronics
INC01026,CLM00547,19/07/2020,Medical Emergency,Medium,Broken window and missing items
INC01027,CLM00548,07/02/2025,Theft,Low,Stolen belongings reported
INC01028,CLM00548,14/02/2025,Electrical Surge,Medium,Minor scratch
INC01029,CLM00549,17/01/2023,Burglary,Low,Minor scratch
INC01030,CLM00549,16/02/2023,Electrical Surge,Low,Severe flood in property
INC01031,CLM00550,14/03/2021,Theft,Medium,Severe flood in property
INC01032,CLM00550,23/03/2021,Theft,Medium,Engine damage reported
INC01033,CLM00551,18/12/2023,Water Leakage,Medium,Engine damage reported
INC01034,CLM00552,06/10/2026,Fire Outbreak,Medium,Severe flood in property
INC01035,CLM00553,14/11/2021,Electrical Surge,Medium,Engine damage reported
INC01036,CLM00553,27/10/2021,Flood Damage,Medium,Water damage to electronics
INC01037,CLM00554,12/05/2023,Collision,Low,Engine damage reported
INC01038,CLM00555,10/11/2026,Medical Emergency,Low,Water damage to electronics
INC01039,CLM00556,02/10/2025,Medical Emergency,High,Severe flood in property
INC01040,CLM00556,18/10/2025,Road Accident,High,Vehicle collision on express road
INC01041,CLM00557,31/07/2020,Theft,High,Stolen belongings reported
INC01042,CLM00557,06/08/2020,Collision,Low,Broken window and missing items
INC01043,CLM00558,25/11/2024,Electrical Surge,Low,Broken window and missing items
INC01044,CLM00558,12/11/2024,Road Accident,Medium,Vehicle collision on express road
INC01045,CLM00558,28/10/2024,Collision,Low,Minor scratch
INC01046,CLM00559,29/01/2023,Collision,Low,Broken window and missing items
INC01047,CLM00559,29/01/2023,Medical Emergency,Medium,Stolen belongings reported
INC01048,CLM00560,07/01/2026,Electrical Surge,Low,Smoke damage to living room
INC01049,CLM00560,31/12/2025,Water Leakage,High,Vehicle collision on express road
INC01050,CLM00561,25/11/2020,Electrical Surge,Low,Admitted for 3 days
INC01051,CLM00562,27/12/2024,Flood Damage,High,Smoke damage to living room
INC01052,CLM00562,17/12/2024,Road Accident,High,Water damage to electronics
INC01053,CLM00563,25/09/2022,Fire Outbreak,Medium,Engine damage reported
INC01054,CLM00563,20/09/2022,Fire Outbreak,Low,Stolen belongings reported
INC01055,CLM00564,11/09/2022,Theft,Medium,Stolen belongings reported
INC01056,CLM00564,20/09/2022,Fire Outbreak,Medium,Broken window and missing items
INC01057,CLM00564,06/09/2022,Theft,Low,Severe flood in property
INC01058,CLM00565,20/12/2021,Flood Damage,Low,Admitted for 3 days
INC01059,CLM00565,28/12/2021,Theft,Low,Engine damage reported
INC01060,CLM00565,15/01/2022,Theft,Low,Water damage to electronics
INC01061,CLM00566,24/02/2025,Water Leakage,Medium,Severe flood in property
INC01062,CLM00567,21/05/2021,Medical Emergency,Medium,Minor scratch
INC01063,CLM00567,18/05/2021,Water Leakage,High,Severe flood in property
INC01064,CLM00568,12/04/2024,Road Accident,Medium,Admitted for 3 days
INC01065,CLM00569,27/09/2021,Collision,High,Broken window and missing items
INC01066,CLM00569,23/10/2021,Collision,Low,Minor scratch
INC01067,CLM00570,09/06/2025,Medical Emergency,Medium,Water damage to electronics
INC01068,CLM00570,27/05/2025,Road Accident,Medium,Broken window and missing items
INC01069,CLM00571,01/08/2021,Fire Outbreak,Low,Admitted for 3 days
INC01070,CLM00572,21/12/2024,Flood Damage,Medium,Engine damage reported
INC01071,CLM00572,24/12/2024,Electrical Surge,Medium,Water damage to electronics
INC01072,CLM00572,27/12/2024,Theft,Low,Engine damage reported
INC01073,CLM00573,11/05/2023,Electrical Surge,Low,Vehicle collision on express road
INC01074,CLM00573,22/05/2023,Collision,Low,Severe flood in property
INC01075,CLM00574,04/02/2027,Fire Outbreak,Low,Minor scratch
INC01076,CLM00574,07/02/2027,Flood Damage,Low,Broken window and missing items
INC01077,CLM00575,29/10/2022,Fire Outbreak,High,Minor scratch
INC01078,CLM00575,29/11/2022,Fire Outbreak,Medium,Engine damage reported
INC01079,CLM00576,23/12/2024,Electrical Surge,High,Engine damage reported
INC01080,CLM00576,05/01/2025,Burglary,Low,Broken window and missing items
INC01081,CLM00577,16/05/2024,Electrical Surge,Medium,Minor scratch
INC01082,CLM00577,25/04/2024,Flood Damage,Medium,Vehicle collision on express road
INC01083,CLM00578,11/10/2020,Theft,Medium,Broken window and missing items
INC01084,CLM00578,03/10/2020,Theft,Medium,Broken window and missing items
INC01085,CLM00579,17/12/2026,Medical Emergency,High,Admitted for 3 days
INC01086,CLM00579,02/12/2026,Medical Emergency,Medium,Stolen belongings reported
INC01087,CLM00580,04/08/2023,Electrical Surge,High,Water damage to electronics
INC01088,CLM00580,05/08/2023,Medical Emergency,High,Minor scratch
INC01089,CLM00581,03/06/2024,Water Leakage,Low,Engine damage reported
INC01090,CLM00581,19/05/2024,Water Leakage,Low,Stolen belongings reported
INC01091,CLM00581,30/05/2024,Medical Emergency,Medium,Broken window and missing items
INC01092,CLM00582,17/07/2023,Fire Outbreak,High,Water damage to electronics
INC01093,CLM00582,20/07/2023,Theft,Low,Stolen belongings reported
INC01094,CLM00583,24/09/2023,Flood Damage,Medium,Water damage to electronics
INC01095,CLM00583,07/09/2023,Medical Emergency,Low,Admitted for 3 days
INC01096,CLM00584,28/03/2025,Burglary,Medium,Broken window and missing items
INC01097,CLM00585,15/12/2020,Burglary,Medium,Engine damage reported
INC01098,CLM00585,15/12/2020,Burglary,Low,Broken window and missing items
INC01099,CLM00586,25/01/2026,Fire Outbreak,Low,Smoke damage to living room
INC01100,CLM00586,03/02/2026,Theft,High,Engine damage reported
INC01101,CLM00586,31/01/2026,Flood Damage,Low,Vehicle collision on express road
INC01102,CLM00587,03/03/2022,Water Leakage,Low,Smoke damage to living room
INC01103,CLM00587,15/03/2022,Flood Damage,High,Engine damage reported
INC01104,CLM00588,29/07/2024,Medical Emergency,Medium,Stolen belongings reported
INC01105,CLM00589,20/12/2021,Theft,Medium,Minor scratch
INC01106,CLM00590,21/07/2021,Electrical Surge,Medium,Broken window and missing items
INC01107,CLM00590,01/08/2021,Burglary,Medium,Engine damage reported
INC01108,CLM00591,06/01/2026,Water Leakage,Medium,Smoke damage to living room
INC01109,CLM00591,27/12/2025,Electrical Surge,Low,Severe flood in property
INC01110,CLM00591,27/12/2025,Burglary,Medium,Stolen belongings reported
INC01111,CLM00592,24/06/2026,Burglary,Low,Broken window and missing items
INC01112,CLM00593,30/09/2024,Fire Outbreak,Medium,Admitted for 3 days
INC01113,CLM00594,19/03/2025,Theft,Low,Severe flood in property
INC01114,CLM00594,20/03/2025,Medical Emergency,Medium,Stolen belongings reported
INC01115,CLM00595,24/09/2020,Theft,Medium,Minor scratch
INC01116,CLM00595,16/09/2020,Electrical Surge,Low,Minor scratch
INC01117,CLM00595,24/09/2020,Collision,Medium,Vehicle collision on express road
INC01118,CLM00596,23/07/2024,Collision,Medium,Water damage to electronics
INC01119,CLM00597,04/02/2021,Electrical Surge,High,Admitted for 3 days
INC01120,CLM00597,19/02/2021,Flood Damage,Low,Admitted for 3 days
INC01121,CLM00598,21/03/2026,Flood Damage,Medium,Stolen belongings reported
INC01122,CLM00598,31/03/2026,Road Accident,Medium,Admitted for 3 days
INC01123,CLM00598,10/04/2026,Flood Damage,Medium,Water damage to electronics
INC01124,CLM00599,26/09/2022,Flood Damage,Medium,Severe flood in property
INC01125,CLM00599,02/10/2022,Burglary,High,Vehicle collision on express road
INC01126,CLM00600,13/10/2024,Electrical Surge,Medium,Smoke damage to living room
INC01127,CLM00600,07/10/2024,Collision,Low,Vehicle collision on express road
INC01128,CLM00601,14/03/2023,Burglary,Low,Vehicle collision on express road
INC01129,CLM00601,20/03/2023,Theft,High,Engine damage reported
INC01130,CLM00602,06/07/2022,Water Leakage,Low,Vehicle collision on express road
INC01131,CLM00602,28/06/2022,Water Leakage,Low,Vehicle collision on express road
INC01132,CLM00603,22/11/2022,Medical Emergency,Low,Severe flood in property
INC01133,CLM00603,21/10/2022,Water Leakage,Medium,Smoke damage to living room
INC01134,CLM00604,17/07/2021,Flood Damage,High,Smoke damage to living room
INC01135,CLM00604,17/07/2021,Theft,Medium,Admitted for 3 days
INC01136,CLM00605,30/06/2025,Electrical Surge,High,Severe flood in property
INC01137,CLM00606,26/10/2021,Theft,Low,Stolen belongings reported
INC01138,CLM00606,16/10/2021,Water Leakage,Medium,Stolen belongings reported
INC01139,CLM00607,17/11/2022,Medical Emergency,Low,Minor scratch
INC01140,CLM00607,29/10/2022,Burglary,High,Severe flood in property
INC01141,CLM00608,03/11/2023,Water Leakage,Low,Engine damage reported
INC01142,CLM00608,08/11/2023,Burglary,Low,Broken window and missing items
INC01143,CLM00608,25/11/2023,Burglary,High,Engine damage reported
INC01144,CLM00609,17/08/2024,Flood Damage,Low,Severe flood in property
INC01145,CLM00609,03/09/2024,Collision,Medium,Engine damage reported
INC01146,CLM00610,03/05/2023,Theft,Medium,Engine damage reported
INC01147,CLM00610,09/04/2023,Flood Damage,Low,Severe flood in property
INC01148,CLM00611,10/04/2021,Fire Outbreak,Low,Stolen belongings reported
INC01149,CLM00611,22/03/2021,Road Accident,Medium,Broken window and missing items
INC01150,CLM00612,09/06/2022,Flood Damage,Medium,Broken window and missing items
INC01151,CLM00613,07/06/2025,Fire Outbreak,Low,Admitted for 3 days
INC01152,CLM00613,08/06/2025,Road Accident,High,Engine damage reported
INC01153,CLM00613,25/05/2025,Water Leakage,Medium,Broken window and missing items
INC01154,CLM00614,03/09/2023,Medical Emergency,Medium,Vehicle collision on express road
INC01155,CLM00614,13/08/2023,Water Leakage,Low,Vehicle collision on express road
INC01156,CLM00615,15/01/2025,Electrical Surge,Medium,Vehicle collision on express road
INC01157,CLM00615,14/01/2025,Fire Outbreak,Medium,Minor scratch
INC01158,CLM00616,07/12/2020,Road Accident,Medium,Smoke damage to living room
INC01159,CLM00616,12/12/2020,Flood Damage,Low,Engine damage reported
INC01160,CLM00616,18/12/2020,Theft,High,Stolen belongings reported
INC01161,CLM00617,23/08/2021,Electrical Surge,Medium,Engine damage reported
INC01162,CLM00617,08/09/2021,Electrical Surge,Medium,Engine damage reported
INC01163,CLM00618,14/02/2026,Medical Emergency,Low,Smoke damage to living room
INC01164,CLM00619,25/07/2023,Collision,Low,Admitted for 3 days
INC01165,CLM00619,08/08/2023,Medical Emergency,Medium,Engine damage reported
INC01166,CLM00620,26/10/2022,Water Leakage,Medium,Stolen belongings reported
INC01167,CLM00621,02/10/2026,Collision,Low,Severe flood in property
INC01168,CLM00622,21/04/2023,Fire Outbreak,Medium,Vehicle collision on express road
INC01169,CLM00623,23/04/2023,Water Leakage,Medium,Water damage to electronics
INC01170,CLM00624,05/05/2025,Medical Emergency,Medium,Broken window and missing items
INC01171,CLM00625,17/01/2022,Burglary,High,Minor scratch
INC01172,CLM00625,02/01/2022,Water Leakage,Medium,Severe flood in property
INC01173,CLM00626,12/10/2024,Road Accident,Medium,Admitted for 3 days
INC01174,CLM00627,18/05/2024,Fire Outbreak,Medium,Engine damage reported
INC01175,CLM00627,25/05/2024,Medical Emergency,Medium,Vehicle collision on express road
INC01176,CLM00628,27/04/2024,Electrical Surge,Medium,Admitted for 3 days
INC01177,CLM00628,04/05/2024,Collision,Low,Smoke damage to living room
INC01178,CLM00628,01/05/2024,Road Accident,Low,Engine damage reported
INC01179,CLM00629,08/08/2023,Electrical Surge,Low,Minor scratch
INC01180,CLM00629,12/08/2023,Fire Outbreak,Medium,Engine damage reported
INC01181,CLM00630,15/02/2025,Road Accident,High,Engine damage reported
INC01182,CLM00630,12/03/2025,Electrical Surge,Medium,Stolen belongings reported
INC01183,CLM00631,17/12/2025,Electrical Surge,Low,Minor scratch
INC01184,CLM00631,09/12/2025,Water Leakage,Low,Smoke damage to living room
INC01185,CLM00632,11/03/2022,Water Leakage,Low,Minor scratch
INC01186,CLM00632,15/03/2022,Road Accident,Medium,Water damage to electronics
INC01187,CLM00632,26/02/2022,Road Accident,Low,Stolen belongings reported
INC01188,CLM00633,02/02/2023,Burglary,Medium,Severe flood in property
INC01189,CLM00633,07/02/2023,Fire Outbreak,Medium,Engine damage reported
INC01190,CLM00633,19/01/2023,Fire Outbreak,Medium,Engine damage reported
INC01191,CLM00634,19/12/2020,Electrical Surge,Medium,Vehicle collision on express road
INC01192,CLM00635,25/03/2026,Theft,Medium,Engine damage reported
INC01193,CLM00636,25/09/2023,Theft,Medium,Minor scratch
INC01194,CLM00637,28/08/2022,Theft,Medium,Smoke damage to living room
INC01195,CLM00638,06/02/2022,Road Accident,Medium,Broken window and missing items
INC01196,CLM00638,21/02/2022,Collision,Low,Water damage to electronics
INC01197,CLM00638,31/01/2022,Collision,Low,Engine damage reported
INC01198,CLM00639,07/11/2023,Collision,Medium,Admitted for 3 days
INC01199,CLM00639,21/11/2023,Flood Damage,High,Admitted for 3 days
INC01200,CLM00640,19/06/2022,Road Accident,Medium,Severe flood in property
INC01201,CLM00640,06/07/2022,Road Accident,Medium,Minor scratch
INC01202,CLM00641,29/04/2024,Medical Emergency,Medium,Vehicle collision on express road
INC01203,CLM00642,22/03/2026,Electrical Surge,Low,Broken window and missing items
INC01204,CLM00642,20/03/2026,Collision,Medium,Broken window and missing items
INC01205,CLM00643,10/09/2021,Burglary,Medium,Smoke damage to living room
INC01206,CLM00643,08/09/2021,Road Accident,Low,Minor scratch
INC01207,CLM00644,09/01/2022,Flood Damage,Low,Vehicle collision on express road
INC01208,CLM00645,12/07/2025,Water Leakage,Low,Admitted for 3 days
INC01209,CLM00645,16/07/2025,Electrical Surge,Medium,Smoke damage to living room
INC01210,CLM00646,04/10/2021,Medical Emergency,Medium,Smoke damage to living room
INC01211,CLM00646,03/10/2021,Flood Damage,Low,Vehicle collision on express road
INC01212,CLM00647,26/07/2024,Electrical Surge,Low,Severe flood in property
INC01213,CLM00647,20/08/2024,Fire Outbreak,Low,Engine damage reported
INC01214,CLM00648,01/02/2022,Fire Outbreak,Medium,Water damage to electronics
INC01215,CLM00649,08/09/2021,Fire Outbreak,Medium,Broken window and missing items
INC01216,CLM00650,18/09/2026,Fire Outbreak,Low,Vehicle collision on express road
INC01217,CLM00651,08/05/2021,Flood Damage,Medium,Admitted for 3 days
INC01218,CLM00651,06/06/2021,Collision,Medium,Minor scratch
INC01219,CLM00651,17/05/2021,Flood Damage,High,Admitted for 3 days
INC01220,CLM00652,06/12/2021,Electrical Surge,High,Water damage to electronics
INC01221,CLM00653,14/04/2021,Burglary,Medium,Vehicle collision on express road
INC01222,CLM00653,29/04/2021,Road Accident,Low,Broken window and missing items
INC01223,CLM00654,07/03/2026,Burglary,Medium,Severe flood in property
INC01224,CLM00654,20/02/2026,Medical Emergency,Medium,Minor scratch
INC01225,CLM00655,20/08/2026,Theft,High,Engine damage reported
INC01226,CLM00655,14/08/2026,Flood Damage,Medium,Severe flood in property
INC01227,CLM00656,08/06/2025,Burglary,High,Stolen belongings reported
INC01228,CLM00656,08/06/2025,Electrical Surge,Medium,Water damage to electronics
INC01229,CLM00657,06/02/2023,Fire Outbreak,Medium,Broken window and missing items
INC01230,CLM00657,20/01/2023,Fire Outbreak,Medium,Vehicle collision on express road
INC01231,CLM00658,25/05/2022,Collision,Medium,Admitted for 3 days
INC01232,CLM00658,30/05/2022,Electrical Surge,Medium,Engine damage reported
INC01233,CLM00659,15/10/2024,Burglary,Medium,Broken window and missing items
INC01234,CLM00659,18/09/2024,Theft,Medium,Water damage to electronics
INC01235,CLM00660,05/11/2022,Collision,Low,Water damage to electronics
INC01236,CLM00661,09/12/2025,Burglary,Low,Admitted for 3 days
INC01237,CLM00661,08/01/2026,Theft,Low,Vehicle collision on express road
INC01238,CLM00661,01/01/2026,Fire Outbreak,Low,Vehicle collision on express road
INC01239,CLM00662,08/08/2021,Medical Emergency,Medium,Severe flood in property
INC01240,CLM00663,17/03/2024,Collision,Low,Engine damage reported
INC01241,CLM00663,06/03/2024,Medical Emergency,Medium,Engine damage reported
INC01242,CLM00664,15/10/2022,Electrical Surge,Medium,Engine damage reported
INC01243,CLM00664,11/10/2022,Electrical Surge,Low,Severe flood in property
INC01244,CLM00665,17/06/2024,Road Accident,Low,Minor scratch
INC01245,CLM00666,15/10/2023,Theft,Medium,Vehicle collision on express road
INC01246,CLM00666,05/11/2023,Collision,High,Stolen belongings reported
INC01247,CLM00667,10/04/2023,Electrical Surge,Medium,Engine damage reported
INC01248,CLM00667,11/04/2023,Electrical Surge,High,Engine damage reported
INC01249,CLM00668,01/05/2024,Electrical Surge,Medium,Water damage to electronics
INC01250,CLM00668,27/04/2024,Theft,Low,Water damage to electronics
INC01251,CLM00669,16/11/2020,Flood Damage,Low,Vehicle collision on express road
INC01252,CLM00669,01/11/2020,Fire Outbreak,Medium,Stolen belongings reported
INC01253,CLM00670,26/10/2022,Electrical Surge,Low,Broken window and missing items
INC01254,CLM00670,27/10/2022,Fire Outbreak,Medium,Water damage to electronics
INC01255,CLM00671,17/04/2022,Burglary,Medium,Minor scratch
INC01256,CLM00671,30/04/2022,Theft,Medium,Smoke damage to living room
INC01257,CLM00672,23/02/2022,Fire Outbreak,Low,Stolen belongings reported
INC01258,CLM00673,15/06/2021,Burglary,Medium,Engine damage reported
INC01259,CLM00673,20/06/2021,Electrical Surge,Low,Admitted for 3 days
INC01260,CLM00674,07/06/2024,Electrical Surge,Low,Minor scratch
INC01261,CLM00674,27/05/2024,Medical Emergency,Low,Water damage to electronics
INC01262,CLM00675,29/05/2025,Collision,Low,Smoke damage to living room
INC01263,CLM00675,22/05/2025,Medical Emergency,Low,Broken window and missing items
INC01264,CLM00676,29/08/2022,Electrical Surge,Low,Engine damage reported
INC01265,CLM00677,20/07/2025,Burglary,Medium,Water damage to electronics
INC01266,CLM00678,07/09/2025,Water Leakage,Medium,Smoke damage to living room
INC01267,CLM00678,09/08/2025,Flood Damage,Medium,Admitted for 3 days
INC01268,CLM00678,04/09/2025,Electrical Surge,Medium,Minor scratch
INC01269,CLM00679,19/07/2025,Flood Damage,Medium,Water damage to electronics
INC01270,CLM00679,09/08/2025,Burglary,Low,Minor scratch
INC01271,CLM00680,16/08/2021,Collision,Low,Water damage to electronics
INC01272,CLM00681,10/01/2021,Burglary,Medium,Water damage to electronics
INC01273,CLM00681,25/01/2021,Collision,Low,Minor scratch
INC01274,CLM00682,02/08/2025,Collision,High,Water damage to electronics
INC01275,CLM00682,25/07/2025,Water Leakage,Low,Vehicle collision on express road
INC01276,CLM00683,06/12/2024,Medical Emergency,High,Stolen belongings reported
INC01277,CLM00684,02/01/2022,Water Leakage,Medium,Minor scratch
INC01278,CLM00684,05/01/2022,Electrical Surge,High,Admitted for 3 days
INC01279,CLM00685,04/05/2022,Fire Outbreak,Low,Severe flood in property
INC01280,CLM00685,25/04/2022,Burglary,Low,Water damage to electronics
INC01281,CLM00686,02/04/2026,Burglary,Low,Engine damage reported
INC01282,CLM00686,01/03/2026,Burglary,Medium,Severe flood in property
INC01283,CLM00687,16/02/2024,Road Accident,Low,Water damage to electronics
INC01284,CLM00688,19/10/2022,Theft,Low,Minor scratch
INC01285,CLM00688,27/10/2022,Theft,Medium,Water damage to electronics
INC01286,CLM00688,01/11/2022,Flood Damage,Low,Broken window and missing items
INC01287,CLM00689,18/09/2021,Medical Emergency,Medium,Admitted for 3 days
INC01288,CLM00689,26/09/2021,Theft,Low,Vehicle collision on express road
INC01289,CLM00690,08/05/2022,Road Accident,High,Stolen belongings reported
INC01290,CLM00691,07/05/2025,Medical Emergency,Medium,Broken window and missing items
INC01291,CLM00691,29/04/2025,Road Accident,Medium,Broken window and missing items
INC01292,CLM00692,24/04/2024,Road Accident,Low,Minor scratch
INC01293,CLM00692,01/05/2024,Water Leakage,Medium,Admitted for 3 days
INC01294,CLM00693,17/02/2025,Collision,Low,Vehicle collision on express road
INC01295,CLM00694,30/10/2023,Theft,Medium,Smoke damage to living room
INC01296,CLM00694,14/11/2023,Electrical Surge,Low,Minor scratch
INC01297,CLM00695,24/10/2024,Medical Emergency,Medium,Vehicle collision on express road
INC01298,CLM00695,28/10/2024,Electrical Surge,Medium,Stolen belongings reported
INC01299,CLM00696,23/01/2021,Burglary,Medium,Stolen belongings reported
INC01300,CLM00696,05/02/2021,Theft,Medium,Vehicle collision on express road
INC01301,CLM00697,29/12/2024,Theft,High,Engine damage reported
INC01302,CLM00697,30/11/2024,Medical Emergency,Medium,Smoke damage to living room
INC01303,CLM00698,09/07/2023,Water Leakage,Medium,Engine damage reported
INC01304,CLM00699,25/04/2021,Collision,Low,Minor scratch
INC01305,CLM00700,06/10/2022,Fire Outbreak,Medium,Broken window and missing items
INC01306,CLM00700,20/09/2022,Theft,Medium,Vehicle collision on express road
INC01307,CLM00701,16/09/2020,Medical Emergency,Low,Stolen belongings reported
INC01308,CLM00701,16/09/2020,Collision,Low,Vehicle collision on express road
INC01309,CLM00702,17/03/2027,Fire Outbreak,Medium,Stolen belongings reported
INC01310,CLM00703,11/02/2024,Electrical Surge,Medium,Stolen belongings reported
INC01311,CLM00703,16/02/2024,Road Accident,Medium,Water damage to electronics
INC01312,CLM00704,07/05/2023,Electrical Surge,Low,Admitted for 3 days
INC01313,CLM00704,15/05/2023,Theft,High,Severe flood in property
INC01314,CLM00705,26/04/2021,Collision,Low,Minor scratch
INC01315,CLM00705,07/05/2021,Electrical Surge,Low,Severe flood in property
INC01316,CLM00706,07/12/2024,Flood Damage,Medium,Engine damage reported
INC01317,CLM00707,07/08/2021,Electrical Surge,Medium,Admitted for 3 days
INC01318,CLM00707,19/07/2021,Collision,Low,Smoke damage to living room
INC01319,CLM00708,02/02/2023,Collision,Low,Engine damage reported
INC01320,CLM00708,06/02/2023,Road Accident,Low,Broken window and missing items
INC01321,CLM00708,10/02/2023,Burglary,Low,Smoke damage to living room
INC01322,CLM00709,23/11/2022,Road Accident,Medium,Severe flood in property
INC01323,CLM00709,25/10/2022,Burglary,High,Smoke damage to living room
INC01324,CLM00710,17/06/2025,Fire Outbreak,Low,Vehicle collision on express road
INC01325,CLM00710,17/07/2025,Flood Damage,Medium,Minor scratch
INC01326,CLM00710,16/07/2025,Theft,Medium,Smoke damage to living room
INC01327,CLM00711,13/08/2026,Water Leakage,Low,Broken window and missing items
INC01328,CLM00711,19/07/2026,Medical Emergency,Medium,Minor scratch
INC01329,CLM00712,12/06/2023,Medical Emergency,Medium,Admitted for 3 days
INC01330,CLM00713,22/11/2024,Collision,Medium,Smoke damage to living room
INC01331,CLM00714,06/03/2023,Theft,Medium,Engine damage reported
INC01332,CLM00714,01/03/2023,Flood Damage,Medium,Smoke damage to living room
INC01333,CLM00715,16/06/2022,Road Accident,Low,Stolen belongings reported
INC01334,CLM00716,22/09/2021,Collision,Medium,Water damage to electronics
INC01335,CLM00716,18/09/2021,Burglary,Medium,Vehicle collision on express road
INC01336,CLM00717,18/01/2025,Collision,Medium,Minor scratch
INC01337,CLM00717,13/01/2025,Flood Damage,Low,Admitted for 3 days
INC01338,CLM00718,01/11/2022,Electrical Surge,High,Water damage to electronics
INC01339,CLM00718,31/10/2022,Collision,Low,Admitted for 3 days
INC01340,CLM00719,19/03/2025,Collision,Low,Engine damage reported
INC01341,CLM00719,04/03/2025,Fire Outbreak,Medium,Broken window and missing items
INC01342,CLM00720,20/02/2024,Electrical Surge,Medium,Stolen belongings reported
INC01343,CLM00720,25/02/2024,Water Leakage,Medium,Broken window and missing items
INC01344,CLM00721,10/10/2021,Burglary,Low,Severe flood in property
INC01345,CLM00722,21/04/2020,Fire Outbreak,High,Severe flood in property
INC01346,CLM00722,02/05/2020,Electrical Surge,Medium,Minor scratch
INC01347,CLM00723,19/07/2025,Collision,Low,Severe flood in property
INC01348,CLM00723,21/07/2025,Flood Damage,High,Broken window and missing items
INC01349,CLM00723,18/08/2025,Electrical Surge,Medium,Broken window and missing items
INC01350,CLM00724,15/06/2020,Electrical Surge,Medium,Water damage to electronics
